PI,Start Date, Title, Path
Petr Korba,12.07.2013,RENERG2 - RENewable enERGies in future energy supply,Corpora/zhaw/projekt-detail_297.txt
Wolfgang Breymann ,12.07.2013,RENERG2 - RENewable enERGies in future energy supply,Corpora/zhaw/projekt-detail_298.txt
Birgitta Borghoff,01.07.2013,Bedarfsanalyse Budgetberatung Thurgau,Corpora/zhaw/projekt-detail_299.txt
Astrid Schämann,01.07.2013,Bewertung eines Vorschlags zur Reform der Gebhrenordnung der Physiotherapeuten in Luxemburg,Corpora/zhaw/projekt-detail_300.txt
Peter Marty,01.07.2013,Corporate Volunteering in Schweizer Prken,Corpora/zhaw/projekt-detail_301.txt
Leticia Labaronne,01.07.2013,Fundraising Lohnumfrage,Corpora/zhaw/projekt-detail_302.txt
Brion Duffy,01.07.2013,Genomic sequencing of Pantoea agglomerans strain P10c,Corpora/zhaw/projekt-detail_303.txt
Fabio Rezzonico,01.07.2013,Genomics and transcriptomics of Erwinia and Pantoea,Corpora/zhaw/projekt-detail_304.txt
Thea Weiss Sampietro,01.07.2013,Negawatt statt Megawatt,Corpora/zhaw/projekt-detail_305.txt
Brion Duffy,01.07.2013,NFP 68 - Die Rolle der Bodenbewirtschaftung fr Antibiotikaresistenzen,Corpora/zhaw/projekt-detail_306.txt
Johannes Fahrentrapp,01.07.2013,Occurence of grape phylloxera (Dactulosphaira vitifoliae) in Switzerland,Corpora/zhaw/projekt-detail_307.txt
Holger Auerbach,01.07.2013,Spital Limmattal: Vorgehenskonzept Weiterentwicklung Pflegezentrum,Corpora/zhaw/projekt-detail_308.txt
Klaus Eichler,01.07.2013,Swiss Medical Board - Impact Evaluation,Corpora/zhaw/projekt-detail_309.txt
,30.06.2013,Best Practice in der Berufslaufbahnberatung.,Corpora/zhaw/projekt-detail_310.txt
Sabine Steiger-Sackmann,15.06.2013,Sozial &amp; Sicher,Corpora/zhaw/projekt-detail_311.txt
Patrick Tschirky,02.06.2013,Zum Sprachgebrauch bei SRF-Sport-Online,Corpora/zhaw/projekt-detail_312.txt
Thomas Volken,01.06.2013,Bedarfsanalyse migrationsgerechte Gesundheitsfrderung und Prvention im Kanton Thurgau,Corpora/zhaw/projekt-detail_313.txt
Elke Brucker-Kley,01.06.2013,BPM Research Lab,Corpora/zhaw/projekt-detail_314.txt
Patrick Krauskopf,01.06.2013,Effizienzanalyse Mehrmarken- vs. Einmarkenvertrieb,Corpora/zhaw/projekt-detail_315.txt
Elena Wilhelm,01.06.2013,Entwicklung Leitbild und Hochschulstrategie 2015-2025,Corpora/zhaw/projekt-detail_316.txt
"Projektteam: Jo Adams,  Jenny de la Torre,  ",01.06.2013,EULAR Recommendations for patient education of people with inflammatory arthritis,Corpora/zhaw/projekt-detail_317.txt
Rafael Schneider,01.06.2013,Feldmessungen zur generativen Fortpflanzungsfhigkeit von Serapias vomeracea mit Hilfe der Diarahmen-Methode nach Rasmussen und Whigham(1993),Corpora/zhaw/projekt-detail_318.txt
Peter Kauf,01.06.2013,Flipped Classroom - Evaluating Innovative Teaching Methods,Corpora/zhaw/projekt-detail_319.txt
Peter Kauf,01.06.2013,Learning Algorithms for Tick Behaviour Prediction,Corpora/zhaw/projekt-detail_320.txt
: ,of project,MICROPAYMENT,Corpora/zhaw/projekt-detail_321.txt
Esther Fischer,01.06.2013,Neue biologische Pflanzenschutzmittel aus entomopathogenen Bakterien,Corpora/zhaw/projekt-detail_322.txt
Peter Meier,01.06.2013,"RepRisk: Environmental, Social and Governance Risk and Supply Chain (ESG SC)",Corpora/zhaw/projekt-detail_323.txt
Rolf Krebs,01.06.2013,Selbstkalibrierende Steuerung fr ressourcenschonende Bewsserung in der Landwirtschaft,Corpora/zhaw/projekt-detail_324.txt
Axel Heinrich,01.06.2013,berlandpark Schwamendingen,Corpora/zhaw/projekt-detail_325.txt
Madeleine Gut,30.05.2013,Analyse der Mittelfristplanung eines Energieversorgers,Corpora/zhaw/projekt-detail_326.txt
Ursula Meidert,25.05.2013,Telecare Technologie,Corpora/zhaw/projekt-detail_327.txt
Peter Rüesch,01.05.2013,Behandlung von ADHS bei Schulkindern im Kanton Zrich,Corpora/zhaw/projekt-detail_328.txt
Reto Rupf,01.05.2013,Besuchermanagement Parc Adula,Corpora/zhaw/projekt-detail_329.txt
Brion Duffy,01.05.2013,Comparative genomics of the plant pathogen Xanthomonas arboricola pv. pruni and related xanthomonads,Corpora/zhaw/projekt-detail_330.txt
Nicole Rosenberger,01.05.2013,Corporate-Publishing-Konzept fr Forschungskommunikation,Corpora/zhaw/projekt-detail_331.txt
Madeleine Gut,01.05.2013,Entwickeln eines Tools fr die langfristige Finanzplanung von Energieversorgern,Corpora/zhaw/projekt-detail_332.txt
Heidrun Becker,01.05.2013,Evaluation einer dynamischen Sitzschale,Corpora/zhaw/projekt-detail_333.txt
Manuel Babbi,01.05.2013,Harmonisierung Waldrandschlssel LFI - ZHAW,Corpora/zhaw/projekt-detail_334.txt
Brion Duffy,01.05.2013,"In-depth molecular analysis of stool and water samples collected in Kampala, Uganda",Corpora/zhaw/projekt-detail_335.txt
Silvan Heuberger,01.05.2013,Leitung der Geschftsstelle ERBINAT,Corpora/zhaw/projekt-detail_336.txt
Joël F. Pothier,01.05.2013,MALDI-TOF MS for microorganism identification: from pattern recognition towards marker based approaches,Corpora/zhaw/projekt-detail_337.txt
Prof. Josef Kurath,01.05.2013,Neuartiges Leichtbau Photovoltaik System,Corpora/zhaw/projekt-detail_338.txt
Jürg Grunder,01.05.2013,Optimierung der Applikationstechnik von Pflanzenschutzmitteln.,Corpora/zhaw/projekt-detail_339.txt
Rafael Schneider,01.05.2013,Orchideenwiese auf dem Polizeischtzenhaus St.Gallen,Corpora/zhaw/projekt-detail_340.txt
Mark Cieliebak,01.05.2013,Talkalyzer,Corpora/zhaw/projekt-detail_341.txt
Heidrun Becker,01.05.2013,Technische Assistenz in Alter- und Pflegeinstitutionen,Corpora/zhaw/projekt-detail_342.txt
Priska Müller Wahl,01.05.2013,Vorstudie KULTURschafftLAND,Corpora/zhaw/projekt-detail_343.txt
Heidrun  Becker,01.05.2013,WeTakeCare. Collaborative interaction in caring &amp; training to improve the autonomy in Activities of Daily Living,Corpora/zhaw/projekt-detail_344.txt
Isabel Jaisli,01.05.2013,Windpark Sattel-Hochstuckli,Corpora/zhaw/projekt-detail_345.txt
Peter Marty,18.04.2013,WdiApp,Corpora/zhaw/projekt-detail_346.txt
Reto Rupf,01.04.2013,Besuchermanagement und Naturmonitoring Ruinaulta,Corpora/zhaw/projekt-detail_347.txt
: ,of project,Entwicklung und Prsentation von Business Cases,Corpora/zhaw/projekt-detail_348.txt
Vinzenz Wyss,01.04.2013,EPICUR,Corpora/zhaw/projekt-detail_349.txt
Holger Auerbach,01.04.2013,kneipp-hof Dussnang AG: Strategische Positionierung,Corpora/zhaw/projekt-detail_350.txt
Anna Maria  Riedi,01.04.2013,Masterstudiengang in Sozialer Arbeit BE/LU/SG/ZH. Evaluation 2013-2019,Corpora/zhaw/projekt-detail_351.txt
Emanuela Chiapparini,01.04.2013,Masterstudiengang in Sozialer Arbeit BE/LU/SG/ZH. Evaluation 2013-2019,Corpora/zhaw/projekt-detail_352.txt
Isabel Jaisli,01.04.2013,Potentialstudie zur Biomassenutzung  von Mhwiesen im Alpenraum,Corpora/zhaw/projekt-detail_353.txt
Iris Poggendorf,01.04.2013,Starterkultur Leuco.,Corpora/zhaw/projekt-detail_354.txt
Edelkraut Kirsten ,01.04.2013,"Umweltbaubegleitung Rhtische Bahn, Instandsetzung Lehnenviadukt Foura dValorga, Ardez-Tars",Corpora/zhaw/projekt-detail_355.txt
Kirsten Edelkraut,01.04.2013,"Umweltvertrglichkeitsbericht Umfahrungsstrasse Sta. Maria, Kt. GR",Corpora/zhaw/projekt-detail_356.txt
Jan Kool,28.03.2013,Krperliche Belastungen bei Helikopter-Piloten mit Unterlastflgen und einem Bubble (Ausbuchtung) im Seitenfenster,Corpora/zhaw/projekt-detail_357.txt
Christoph Heitz,18.03.2013,System fr das integrale datenbasierte strategische Asset Controlling von Immobilien (SIDAC),Corpora/zhaw/projekt-detail_358.txt
,15.03.2013,Flugzeug-Multilateration (MLAT),Corpora/zhaw/projekt-detail_359.txt
Edelkraut  Kirsten (Stellv.),15.03.2013,Fortbildung Mitarbeitende RhB AG,Corpora/zhaw/projekt-detail_360.txt
Andreas Abegg,01.03.2013,Energie aus dem Innern der Erde: Tiefengeothermie als Energietrger der Zukunft?,Corpora/zhaw/projekt-detail_361.txt
Rolf Krebs,01.03.2013,Gefhrdungsabschtzung Schiesspltze,Corpora/zhaw/projekt-detail_362.txt
Klaus Eichler,01.03.2013,Health economic study of dialysis services in Switzerland,Corpora/zhaw/projekt-detail_363.txt
Achim Ecker ,01.03.2013,Intelligent sensor-based assistance system for retail,Corpora/zhaw/projekt-detail_364.txt
Anna Maria  Riedi,01.03.2013,"Jungendnetz Siggenthal (Kt. AG). Analyse und Empfehlungen zur Weiterentwicklung von Schulsozialarbeit, Jugendarbeit und Jugendnetz",Corpora/zhaw/projekt-detail_365.txt
Peter Stücheli-Herlach,01.03.2013,Kommunikationsdesign fr eine Baugenossenschaft,Corpora/zhaw/projekt-detail_366.txt
Klaus Eichler,01.03.2013,Kosten-Nutzwert-Studie bei orthopdischen Operationen an der oberen Extremit,Corpora/zhaw/projekt-detail_367.txt
Elke Brucker-Kley,01.03.2013,Organisationsweites Projektmanagement,Corpora/zhaw/projekt-detail_368.txt
Stefan Forster,01.03.2013,Parc Adula Technische Begleitung/Support,Corpora/zhaw/projekt-detail_369.txt
Beat Meier,01.03.2013,Phytobalk - SNF,Corpora/zhaw/projekt-detail_370.txt
Stefan Forster,01.03.2013,Strategie Plattform Bndner Prke,Corpora/zhaw/projekt-detail_371.txt
Regine Eibl,01.03.2013,Summerschool IBT,Corpora/zhaw/projekt-detail_372.txt
Jürg Rohrer,01.03.2013,Technische Expertise fr den Ausbau eines Fernheizkraftwerkes,Corpora/zhaw/projekt-detail_373.txt
Nicole Rosenberger,01.03.2013,Zweisprachige Schreibwerkstatt fr das ICP Institute of Computational Physics der ZHAW Zrcher Hochschule fr Angewandte Wissenschaften,Corpora/zhaw/projekt-detail_374.txt
Lorenz Imhof,28.02.2013,Eintritt ins Alters- und Pflegeheim: Das Erleben der Entscheidung zum Heimeintritt aus der Perspektive der Pflegeheimbewohner und -bewohnerinnen,Corpora/zhaw/projekt-detail_375.txt
Florian Brack,22.02.2013,GRNSTADT SCHWEIZ,Corpora/zhaw/projekt-detail_376.txt
Lorenz Imhof,20.02.2013,Einsatz von Pflegeexpertinnen-APN im rztenetzwerk Wintimed,Corpora/zhaw/projekt-detail_377.txt
Andrea Koppitz,14.02.2013,Erarbeitung und Einfhrung eines individuellen Qualittsmanagement-Instrument in Form einer Demenz-Zufriedenheitsbeobachtung,Corpora/zhaw/projekt-detail_378.txt
Lars Fieseler,01.02.2013,Bakteriophagen,Corpora/zhaw/projekt-detail_379.txt
Vincent Meiser,01.02.2013,CASCADE,Corpora/zhaw/projekt-detail_380.txt
Thomas Michael Bohnert,01.02.2013,CONCORD,Corpora/zhaw/projekt-detail_381.txt
Rudolf M. Füchslin,01.02.2013,Econimo Rahmenvertrag,Corpora/zhaw/projekt-detail_382.txt
Birgitta Borghoff,01.02.2013,Empirische Potenzial- und Entwicklungsstudie - Die Kultur und Kreativwirtschaft in Winterthur und Region,Corpora/zhaw/projekt-detail_383.txt
Renate  Stohler,01.02.2013,Evaluation Schulsozialarbeit Primarschule Uster,Corpora/zhaw/projekt-detail_384.txt
Sabine Steiger-Sackmann,01.02.2013,Kaderschulung Arbeitsrecht,Corpora/zhaw/projekt-detail_385.txt
Peter Stücheli-Herlach,01.02.2013,Kommunikationsdesign fr eine Management-Ausbildung,Corpora/zhaw/projekt-detail_386.txt
Hellmut Riediger,01.02.2013,Lotse,Corpora/zhaw/projekt-detail_387.txt
Gwendolin Bitter,01.02.2013,Machbarkeitsstudie Schweizer Bergsteigerdrfer,Corpora/zhaw/projekt-detail_388.txt
Matthias Riesen,01.02.2013,Orthoptera-App und Wiki,Corpora/zhaw/projekt-detail_389.txt
: ,of project,Pilot-Vorlesungen &quot;Flipped Classroom&quot;,Corpora/zhaw/projekt-detail_390.txt
: ,of project,Statistik frei praktizierender Hebammen in der Schweiz 2012,Corpora/zhaw/projekt-detail_391.txt
Gwendolin Bitter,01.02.2013,Touristischer Qualittscheck Brienz,Corpora/zhaw/projekt-detail_392.txt
Matthias Maurer,01.02.2013,bergang zur Einheitskrankenkasse: Schtzung der Systemwechselkosten,Corpora/zhaw/projekt-detail_393.txt
Ursula Meidert,22.01.2013,Literaturrecherche zu Betten und rheumatische Erkrankungen,Corpora/zhaw/projekt-detail_394.txt
Alfred Angerer,01.01.2013,ABB Corporate University,Corpora/zhaw/projekt-detail_395.txt
Lorenz Imhof,01.01.2013,Ambulant pflegegeleitetes Schulungsprogramm fr Patienten mit einer diabetischen Fussulzeration,Corpora/zhaw/projekt-detail_396.txt
Lars Fieseler,01.01.2013,Biosensoren,Corpora/zhaw/projekt-detail_397.txt
Renate Stohler,01.01.2013,Care Farming - eine Systemanalyse,Corpora/zhaw/projekt-detail_398.txt
Heidrun Becker,01.01.2013,Cognitive and Physical Ergonomics of Translation,Corpora/zhaw/projekt-detail_399.txt
Johannes Fahrentrapp,01.01.2013,Detection of Bois noir phytoplasma in the vectoring ciciid Hyalethes obsoletus.,Corpora/zhaw/projekt-detail_400.txt
Anne-Kathrin Rausch Osthoff,01.01.2013,Deutsche bersetzung des AGREE II,Corpora/zhaw/projekt-detail_401.txt
Selcuk Yildirim,01.01.2013,Development of active packaging using electrospun nanofibers,Corpora/zhaw/projekt-detail_402.txt
Marcel Burkhard,01.01.2013,Entwicklung eines auf Bayes Netzwerken basierenden Expertensystems und seiner Anwendung in einer konkreten Marktsituation.,Corpora/zhaw/projekt-detail_403.txt
: ,of project,Entwicklung eines auf Bayes Netzwerken basierenden Expertensystems und seiner Anwendung in einer konkreten Marktsituation.,Corpora/zhaw/projekt-detail_404.txt
Marilena Palmisano,01.01.2013,Entwicklung eines Turf-Arrays zur Parallelidentifikation von global relevanten Rasenkrankheiten,Corpora/zhaw/projekt-detail_405.txt
Beatrice Brunner ,01.01.2013,Entwicklung Tarifsystem paraplegiologische Rehabilitation,Corpora/zhaw/projekt-detail_406.txt
Stephan Brenneisen,01.01.2013,Erfolgskontrolle Wildbienenfrderung,Corpora/zhaw/projekt-detail_407.txt
Stephan Brenneisen,01.01.2013,Erfolgskontrolle Wildbienenfrderung,Corpora/zhaw/projekt-detail_408.txt
Peter Stücheli-Herlach,01.01.2013,Evaluation des Lehrplans 21 der Erziehungsdirektoren-Konferenz,Corpora/zhaw/projekt-detail_409.txt
Renate  Stohler ,01.01.2013,Evaluation Schulsozialarbeit Primarschule Uster,Corpora/zhaw/projekt-detail_410.txt
Johannes Fahrentrapp,01.01.2013,Expression of Vitis vinifera genes during downy mildew infection,Corpora/zhaw/projekt-detail_411.txt
Lorenz Imhof,01.01.2013,Expertise und Weiterentwicklung des Bedarfsplanungsinstruments der GD Zrich zur stationren Langzeitversorgung durch die ZHAW,Corpora/zhaw/projekt-detail_412.txt
Martin Sievers,01.01.2013,Futtermittel aus Mikroorganismen,Corpora/zhaw/projekt-detail_413.txt
Regula Treichler,01.01.2013,Grserland - ein innovatives Wissenschaftserlebnis,Corpora/zhaw/projekt-detail_414.txt
Azita Ambühl-Khatibi,01.01.2013,IUNR Connect,Corpora/zhaw/projekt-detail_415.txt
Peter Stücheli-Herlach,01.01.2013,Mediendesign-Atelier fr die Medizinkommunikation,Corpora/zhaw/projekt-detail_416.txt
Angelica Hüsser,01.01.2013,Medienresonanzanalyse ZHAW ab 2013,Corpora/zhaw/projekt-detail_417.txt
Marilena  Palmisano,01.01.2013,Molekularbiologische Identifikation von Kleinsuger,Corpora/zhaw/projekt-detail_418.txt
Stefan Forster,01.01.2013,Natur- und kulturnaher Tourismus in der Nationalparkregion Slovensky Raj (Slowakei),Corpora/zhaw/projekt-detail_419.txt
Reto Hagenbuch,01.01.2013,"Neugestaltung Spielplatz Schnegg, Wdenswil",Corpora/zhaw/projekt-detail_420.txt
Beatrice Kulli-Honauer,01.01.2013,NUEB Projekt Do it your soil 2.0,Corpora/zhaw/projekt-detail_421.txt
Guido Kunz,01.01.2013,NUHS Qualittsmanagement Pflanzenbau,Corpora/zhaw/projekt-detail_422.txt
Tobias Moser,01.01.2013,"OneXiO: bioresorbierbares, mikrochirurgisches Instrument zur nahtlosen Anastomose",Corpora/zhaw/projekt-detail_423.txt
Josef Kurath,01.01.2013,Pavillon Rietbergmuseum,Corpora/zhaw/projekt-detail_424.txt
Valerie Fleming,01.01.2013,Qualittsindikatoren fr frei praktizierende Hebammen,Corpora/zhaw/projekt-detail_425.txt
Andreas Bergmann,01.01.2013,Regulierungskostenanalyse des schweizerischen Rechnungslegungs- und Revisions(aufsichts)rechts,Corpora/zhaw/projekt-detail_426.txt
Christine Brombach,01.01.2013,Smart Diet Coach,Corpora/zhaw/projekt-detail_427.txt
Evelyn Lobsiger-Kägi,01.01.2013,Soziale Aspekte der Nachhaltigkeitsbeurteilung,Corpora/zhaw/projekt-detail_428.txt
Nicole Rosenberger,01.01.2013,"Strategisches Kommunikationskonzept fr das Departement Life Sciences und Facility Management, ZHAW",Corpora/zhaw/projekt-detail_429.txt
Achim Ecker,01.01.2013,Tintenfrass,Corpora/zhaw/projekt-detail_430.txt
Helene Schmelzer,01.01.2013,Verkehrsreduzierte City-Logistik durch optimale Sendungsbndelung auf der ersten/ letzten Meile,Corpora/zhaw/projekt-detail_431.txt
Andrea Koppitz,01.01.2013,Weiterentwicklung der Versorgungsqualitt im Pflegehotel St. Johann am Beispiel des Eintritts,Corpora/zhaw/projekt-detail_432.txt
Fabian Danko,01.01.2013,Wertermittlung Immaterialgter / Intellectual Property,Corpora/zhaw/projekt-detail_433.txt
Roland Graf,01.01.2013,Wildhuftiere und Besucher im Wildnispark Zrich,Corpora/zhaw/projekt-detail_434.txt
Harry Spiess,01.01.2013,Windenergie am Beispiel Goms,Corpora/zhaw/projekt-detail_435.txt
Tania Longhitano,01.01.2013,Winterthur Urban Forum,Corpora/zhaw/projekt-detail_436.txt
Samuel  Keller ,01.01.2013,Wirkungsanalyse von Mutter-Kind-Angeboten im Kanton Zrich,Corpora/zhaw/projekt-detail_437.txt
Vicente Carabias,01.01.2013,Zukunftsorientierte Optimierungsanstze fr die Energiewende (ZOE),Corpora/zhaw/projekt-detail_438.txt
Stefan Forster,17.12.2012,Regionale Einbettung des Projekts &quot;Engihuus&quot; in Valendas GR,Corpora/zhaw/projekt-detail_439.txt
: ,of project,BPM-Lsungen aus der Cloud,Corpora/zhaw/projekt-detail_440.txt
Anna Maria  Riedi,01.12.2012,"Jugendarbeit Wallisellen (Kt. ZH). Bestandessichtung, Analyse und Empfehlungen",Corpora/zhaw/projekt-detail_441.txt
Chiara Knecht,01.12.2012,NoTeS Training in ATM,Corpora/zhaw/projekt-detail_442.txt
Klaus Eichler,01.12.2012,Organisationsmglichkeiten fr den rztlichen Notfalldienst im Kanton Uri,Corpora/zhaw/projekt-detail_443.txt
Schirin Akhbari Ziegler,01.12.2012,Physiotherapeutische Intervention bei Suglingen mit neuromotorischen Funktionsstrungen,Corpora/zhaw/projekt-detail_444.txt
Astrid Schämann,01.12.2012,Pilotprojekt zur Evaluation des Direktzugangs zur Physiotherapie in der Schweiz,Corpora/zhaw/projekt-detail_445.txt
Olivier Merlo,01.12.2012,Potentialanalyse e-Didaktikunterlagen,Corpora/zhaw/projekt-detail_446.txt
Caroline Brüesch,01.12.2012,Risikomanagement Kanton Aargau,Corpora/zhaw/projekt-detail_447.txt
Aleksandra Gnach,29.11.2012,Keynote IAM: Social Media Marketing und Interaktion mit User/innen,Corpora/zhaw/projekt-detail_448.txt
Sascha Hess,29.11.2012,Versorgungssituation bei Patienten mit rheumatoider Arthritis in der Schweiz,Corpora/zhaw/projekt-detail_449.txt
Patrick Tschirky,25.11.2012,Textqualitt in SRF-Sport-Sendungen,Corpora/zhaw/projekt-detail_450.txt
Aleksandra Gnach,17.11.2012,Keynote IAM: Social Media strategisch nutzen,Corpora/zhaw/projekt-detail_451.txt
Milena Gehrig,15.11.2012,Lebensqualitt im Wohnheim,Corpora/zhaw/projekt-detail_452.txt
Hans-Peter Hutter,02.11.2012,Challenge Earth Activity Plattform (CHEAP),Corpora/zhaw/projekt-detail_453.txt
Tobias Moser,01.11.2012,Automatisches Feinbohren in mannloser Fertigung.,Corpora/zhaw/projekt-detail_454.txt
Esther Forrer Kasteel,01.11.2012,Bewegter Alltag in Stadt Zrcher Altersheimen,Corpora/zhaw/projekt-detail_455.txt
Dieter Eibl,01.11.2012,BioTech 2013,Corpora/zhaw/projekt-detail_456.txt
Karin Niedermann,01.11.2012,Evaluation und Weiterentwicklung von Bechterew-Bewegungsgruppen,Corpora/zhaw/projekt-detail_457.txt
Thomas Ott,01.11.2012,Fernaufklrungsanalysen in Rebbergen,Corpora/zhaw/projekt-detail_458.txt
Frank Hannich,01.11.2012,Kundenorientierte Anpassung einer Video on Demand-Applikation auf Smart TVs auf Basis der Erkenntnisse des Nutzungsverhaltens,Corpora/zhaw/projekt-detail_459.txt
Merja Hoppe,01.11.2012,METPEX,Corpora/zhaw/projekt-detail_460.txt
Thomas Michael Bohnert,01.11.2012,Mobile Cloud Networking,Corpora/zhaw/projekt-detail_461.txt
Beatrice Kulli-Honauer,01.11.2012,NUEB Geschftsstelle BGS,Corpora/zhaw/projekt-detail_462.txt
Hans-Rudolf Helfer,01.11.2012,PRIME,Corpora/zhaw/projekt-detail_463.txt
Hans-Rudolf Helfer,01.11.2012,PRIME,Corpora/zhaw/projekt-detail_464.txt
Thomas Hofstetter,01.11.2012,Smartphone-Applikation in den Thurauen,Corpora/zhaw/projekt-detail_465.txt
Petr Korba,12.10.2012,Integration von erneuerbaren Energien im 400V Netz,Corpora/zhaw/projekt-detail_466.txt
Andri Färber,01.10.2012,2PCS - Personal Caring and Protection System,Corpora/zhaw/projekt-detail_467.txt
