"","Name","Project","Score"
"2315","project-28772","IS1403",0.124711747976265
"2994","project-31517","TU1002",0.124641157128079
"4551","project-6888","CM1002",0.124611438994027
"1798","project-26139","FP1404",0.124542688239006
"4401","project-6563","ES1404",0.124531348900918
"1843","project-26320","FA1004",0.1245295349688
"2779","project-30828","BM1301",0.124472780229967
"1144","project-21690","TD1202",0.124469334035894
"4842","project-7805","FP1303",0.124467108778925
"359","project-13199","TU1401",0.124446577564859
"4152","project-5986","TD1201",0.124393624155506
"4600","project-7056","IS1404",0.124320090130811
"3313","project-32801","TD1006",0.124310336076644
"3018","project-31622","ES1203",0.12428096540272
"4878","project-7849","IC1101",0.124275928853382
"914","project-19584","CM1001",0.124272847658453
"5040","project-8969","MP1210",0.124263715559705
"1414","project-23223","MP1305",0.124237714022348
"927","project-19767","TU1401",0.124226093515067
"4286","project-6325","TD1103",0.124219418717056
"1807","project-26149","TU1405",0.124217281464482
"3365","project-32956","BM1406",0.124213801742059
"1003","project-20443","TD1207",0.124213084615046
"3957","project-35057","CM1001",0.124194099167536
"552","project-15585","IC1204",0.124193143537451
"1542","project-23938","ES1402",0.124162497748076
"4655","project-7191","ES1202",0.124126379062769
"3707","project-34217","FA1405",0.124091722027945
"4615","project-7073","IS1005",0.124081863691462
"1123","project-21540","FP1104",0.124081337865927
"886","project-19329","ES1206",0.124050808857728
"2314","project-28759","IC1304",0.12402686151449
"1317","project-22715","IC1302",0.123931484910606
"4425","project-6610","MP1106",0.123849505269734
"2240","project-28368","TD1001",0.123763246064886
"1028","project-20731","BM1203",0.123742648774961
"1126","project-21547","MP1005",0.123729976825551
"3186","project-32399","ES1005",0.123673842458837
"145","project-11102","FP1105",0.123644958920266
"2642","project-30312","CM1401",0.123622309039315
"4361","project-6443","CM1003",0.123571374356022
"2305","project-28720","TU1204",0.12356182347435
"2213","project-28258","MP1207",0.123525857932967
"3295","project-32745","ES1305",0.123491109378374
"2482","project-29494","IC1405",0.123464897801412
"4430","project-6615","ES1202",0.123406075457136
"4758","project-7482","CM1306",0.123318267743937
"2498","project-29577","FP1202",0.123314542828597
"913","project-19578","IS1309",0.123273054828397
"3947","project-35027","FP1005",0.123208839974711
"1019","project-20615","MP1305",0.123170925274411
"603","project-16199","FP1005",0.12313325201916
"771","project-18173","BM1302",0.123116074118151
"1186","project-21904","IC1302",0.12303522112322
"2507","project-29617","CM1404",0.123015265878036
"4096","project-5909","CM1001",0.122984731235339
"2584","project-30024","ES1402",0.122968571340247
"109","project-10934","MP1406",0.122941251971424
"1882","project-26601","IC1407",0.122927743282971
"1562","project-24161","TD1106",0.12292705459895
"2435","project-29296","CM1101",0.122926733924633
"4520","project-6790","MP1202",0.122855652010027
"2357","project-28971","MP1406",0.122839595843022
"1633","project-24732","FA1106",0.122810152341177
"4215","project-6187","TU1207",0.122728650796237
"4969","project-8035","TD1003",0.122688316009052
"2300","project-28701","MP1005",0.12264505160734
"2159","project-28061","TU1207",0.122636013205758
"4177","project-6022","TU1004",0.12261636070179
"3477","project-33346","TU1408",0.122561028589059
"1250","project-22299","FP1104",0.122526924664056
"4663","project-7221","CM1004",0.122473697105217
"4445","project-6635","MP1207",0.122470270621289
"733","project-17868","IC1203",0.122460504808876
"468","project-14390","IC1104",0.122447538070003
"2341","project-28918","FP1202",0.122427242874905
"2030","project-27240","TD1006",0.122422854673228
"4226","project-6198","TU1406",0.122406127324575
"4573","project-6992","IC1002",0.122381335678061
"1816","project-26164","MP1305",0.122377226360391
"2380","project-29044","FA1003",0.122369312999736
"464","project-14339","TD1004",0.122306070453914
"4521","project-6791","CM1304",0.122300815992539
"3856","project-34688","IS1107",0.122221825520521
"1652","project-24873","CM1401",0.122214753405769
"2920","project-31335","IC1202",0.122207747227607
"1106","project-21330","CM1402",0.122164213801792
"2461","project-29410","IS1102",0.122121254265012
"3671","project-34100","TU1401",0.122074442483098
"2229","project-28337","ES1204",0.122061161127788
"303","project-12843","IS1309",0.122058468328208
"1211","project-22108","CM1304",0.122022187133697
"1039","project-20825","BM1001",0.122016042727846
"2739","project-30621","BM1001",0.121977837246064
"3616","project-33921","TU1405",0.121910673564277
"226","project-11690","IC1201",0.121879126806016
"39","project-10279","FP1005",0.121758189619889
"1053","project-20992","ES1308",0.121726016441158
"1328","project-22781","IC1407",0.121712695477911
"502","project-14771","FP1204",0.121705896363687
"955","project-20110","FP1404",0.121698836602262
"3993","project-35214","IS1107",0.121698568706223
"1197","project-21991","MP1402",0.121669735308826
"4819","project-7782","MP1210",0.121661889526187
"1261","project-22395","BM1007",0.121589491019633
"1772","project-25966","BM1307",0.121549246226452
"960","project-20156","TD1101",0.121545766730455
"2163","project-28077","BM1205",0.121495970573509
"174","project-11280","MP1304",0.121431873889816
"2774","project-30820","CM1201",0.121362828452206
"3775","project-34394","TU1204",0.121322914512333
"1069","project-21138","TU1401",0.121266443093236
"1600","project-24539","IC1403",0.121256130217294
"4035","project-487","TD1203",0.121180631942861
"2712","project-30528","ES1304",0.121140598103731
"4665","project-7223","BM1406",0.121058702158515
"4054","project-5710","FP1304",0.12102127792737
"2090","project-27504","CM1104",0.120964409785353
"4685","project-7243","IC1207",0.120868851297883
"2791","project-30848","IS1207",0.120838807850541
"2885","project-31215","IC1205",0.120831448035233
"4812","project-7759","CM1402",0.120825517860387
"260","project-12416","TD1003",0.120804524016969
"1372","project-22995","ES1203",0.120764140097122
"4247","project-6235","FP1006",0.120723753154703
"3482","project-33354","MP1305",0.120723053613586
"4271","project-6266","FP1306",0.120679763436011
"1962","project-27013","IS1307",0.120616875364389
"561","project-15758","TD1001",0.120560918361527
"4654","project-7190","ES1303",0.120535925278198
"2758","project-30693","ES1301",0.12048619280474
"4790","project-7618","MP1305",0.12043415070136
"120","project-10950","CM1106",0.120427157289023
"3431","project-33224","ES1002",0.120371200343175
"36","project-10271","MP1202",0.120362037893413
"3321","project-32814","TD1007",0.120353371800763
"4717","project-7282","IC1401",0.120308482170738
"2519","project-29668","CM1105",0.120274516245322
"3106","project-31992","ES1309",0.12024996395034
"5050","project-9028","CM1305",0.120248288834384
"2214","project-28261","FP1407",0.12024228783367
"3673","project-34102","ES1407",0.12023783462512
"3672","project-34101","ES1407",0.12023783462512
"1308","project-22688","CM1003",0.120233854321686
"4320","project-6359","IC1105",0.120210961127748
"5072","project-93","MP1210",0.120199078782205
"5071","project-9299","MP1210",0.120199078782205
"1180","project-21869","IC1105",0.12017585161593
"2916","project-31321","TU1201",0.120167506863141
"4397","project-6555","FP1403",0.120158650782526
"2115","project-27670","ES1302",0.120107517740582
"4513","project-6783","MP1301",0.120106272622897
"291","project-12829","IC1405",0.120103760564302
"354","project-13167","IC1206",0.120068755214676
"4357","project-6439","CM1001",0.120031946807039
"2760","project-30702","IC1307",0.119979001840863
"4172","project-6017","MP1303",0.119978158837884
"3876","project-34820","TU1104",0.119951921548597
"1810","project-26153","BM1007",0.119918614465846
"3240","project-32558","FA1208",0.119889126787979
"4061","project-5744","FA1401",0.119881842327171
"5052","project-9030","MP1406",0.119831549942226
"3432","project-33225","IC1005",0.119824578282218
"1917","project-26808","FA1307",0.11981063031261
"380","project-13465","MP1201",0.119763618189562
"1539","project-23912","TU1202",0.119744480363957
"1571","project-24260","FP1305",0.119730921693866
"3542","project-33674","TU1407",0.119683866621763
"3990","project-35175","MP1304",0.119679762713312
"1880","project-26576","CM1204",0.119670485028543
"1699","project-25194","CM1001",0.11964627665968
"133","project-11024","IC1408",0.119613226997533
"4711","project-7276","BM1102",0.119530578793062
"5002","project-8384","CM1303",0.119482543106389
"3949","project-35029","BM1104",0.119472991557761
"851","project-18939","FP1304",0.119441866602694
"4927","project-7901","IS1404",0.119427534561164
"702","project-17484","TU1306",0.119399546007361
"2496","project-29573","BM1102",0.119389172171402
"4137","project-5962","FA1006",0.119377396616294
"1865","project-26490","BM1003",0.119329076018789
"792","project-18415","FA1208",0.11931434282989
"5018","project-8673","CM1001",0.119302951706778
"191","project-11509","MP1207",0.11921480668557
"2371","project-29021","CM1306",0.119195730680257
"4948","project-7930","CM1402",0.119154820003159
"4651","project-7187","TU1401",0.119139418015141
"396","project-13630","ES1005",0.119131159516616
"2939","project-31388","TU1405",0.119092875506956
"4564","project-6950","CM1003",0.119084003242895
"389","project-13583","CM1303",0.119075120845795
"2516","project-29639","TU1004",0.119029789377764
"3051","project-31790","IS1205",0.119000812711614
"2856","project-31147","FP1406",0.118997514894416
"2070","project-27455","IS1303",0.118949362900392
"2135","project-27830","ES1006",0.118930990424689
"4305","project-6344","BM1004",0.118920715119995
"23","project-10191","MP1102",0.118918593062733
"4383","project-6501","FP1001",0.118860028432877
"399","project-13647","FP1005",0.118819533115674
"4074","project-5821","IS1303",0.118766342473096
"3467","project-33320","TU1202",0.118752607245926
"2445","project-29345","FA1403",0.118748452152639
"1622","project-24658","FA1302",0.118734370705894
"4719","project-7284","IC1204",0.118730019643438
"4102","project-5915","CM1004",0.118713073237608
"4274","project-6269","CM1003",0.118631554918088
"3895","project-34892","TD1003",0.118590845196691
"479","project-14416","BM1406",0.118574223390154
"1602","project-24546","BM1003",0.118555888832186
"2131","project-27790","CM1002",0.118553126846912
"1254","project-22329","BM1007",0.11839153035186
"2235","project-28357","TD1001",0.118380860002253
"4785","project-7585","ES1408",0.118356129124716
"744","project-180","FP1407",0.118308984226363
"1293","project-22587","ES1301",0.118271435965702
"4211","project-6183","FP1101",0.118224279749892
"4914","project-7885","MP1406",0.118223547630132
"4690","project-7248","IC1304",0.118182700725219
"2610","project-30192","FA1302",0.118141926073764
"3264","project-32633","CM1002",0.118128001807781
"950","project-19990","ES1101",0.118101730084956
"272","project-12532","IC1405",0.118021722864805
"3639","project-33972","TD1007",0.117977183891341
"2866","project-31174","MP1301",0.11796033698685
"3952","project-35034","TD1002",0.117953257688796
"2313","project-28758","IS1307",0.117949812610897
"5069","project-9269","FP1206",0.117935534961083
"283","project-12808","BM1406",0.117930344547276
"5046","project-9019","BM1105",0.117926263924807
"3480","project-33351","FP1002",0.117909857871977
"3795","project-34457","IC1206",0.117811225610304
"2453","project-29367","TD1006",0.117717283546767
"3077","project-31868","TU1102",0.117612254924794
"1686","project-25160","ES1404",0.117458708762712
"2900","project-31249","FA1208",0.117415016038808
"593","project-16013","CM1002",0.117347043712835
"3905","project-34919","CM1001",0.117342185278444
"4593","project-7040","IS1107",0.117332620829367
"52","project-10393","CM1207",0.11733035695809
"4117","project-5930","TD1208",0.11721905895018
"68","project-10581","CM1303",0.117213753127904
"4347","project-6390","MP1002",0.117079620833568
"4355","project-6437","TU1004",0.117076783939496
"2773","project-30818","IS1301",0.117066738968052
"1194","project-21974","CM1002",0.117024373820277
"3327","project-32829","IC1102",0.117020890597011
"407","project-13692","TD1205",0.116983000167443
"224","project-11687","IC1201",0.116928300140783
"669","project-16889","TU1104",0.116928229760339
"4476","project-6730","FP1006",0.116923528844528
"780","project-18203","FP1006",0.116872357002223
"2963","project-31448","IC1307",0.116861497513946
"4208","project-6142","TU1405",0.116842425533162
"382","project-13488","MP1210",0.116744839368227
"3979","project-35149","FA1003",0.116706491324244
"1084","project-21217","ES1301",0.116692130080945
"576","project-15842","TD1303",0.116634264594686
"3535","project-33654","IS1007",0.116567422947445
"3506","project-33496","ES1005",0.116545895976501
"3741","project-34313","TU1104",0.116525984004418
"3093","project-31935","MP1305",0.116512701131712
"3428","project-33172","ES1407",0.116484903199377
"3934","project-34987","FP1101",0.11643956107548
"159","project-11190","TD1202",0.116436917093769
"2675","project-30400","TD1103",0.116422849274488
"2127","project-27761","TU1004",0.116383523540121
"4110","project-5923","CM1207",0.116380768502579
"4808","project-7671","FP1405",0.116370052262091
"1136","project-21658","IC1301",0.11633326594525
"2908","project-31281","BM1007",0.116321234084958
"2125","project-27747","ES1005",0.11629194991494
"1866","project-26491","FA1002",0.11628871254462
"3435","project-33229","MP1103",0.116286793735342
"4300","project-6339","IC1302",0.11626934023114
"3748","project-34325","ES1004",0.116243526008304
"4912","project-7883","IC1101",0.116240244372145
"2077","project-27483","BM1408",0.116230252364542
"3363","project-32951","FA1204",0.116143416837534
"3372","project-32973","TU1204",0.116128989148761
"1334","project-22804","FA1001",0.11611444919952
"3873","project-34790","MP1202",0.116113423539021
"5064","project-9152","FP1303",0.116101754755152
"3933","project-34983","FA1208",0.116023251870539
"747","project-18031","FA1201",0.116020738285077
"1829","project-26255","FP1303",0.115958610167186
"101","project-10883","CM1207",0.115958219426501
"250","project-12258","IC1304",0.115865272723371
"4814","project-7762","MP1306",0.115850258447395
"428","project-13989","BM1007",0.11584942307178
"5037","project-8917","TD1205",0.115814962491585
"2169","project-28112","MP1304",0.11574135872461
"3389","project-33027","CM1401",0.115665923922562
"3050","project-31782","IC1405",0.115597531904459
"4806","project-7669","BM1301",0.115592987102058
"693","project-17385","MP1402",0.115586725456004
"794","project-18437","TD1103",0.115543880827793
"969","project-20240","MP1210",0.115521855395803
"3840","project-34596","IC1208",0.115517580119291
"2747","project-30652","FP1207",0.115502012307403
"4188","project-6058","FP1404",0.115478157317693
"64","project-10577","FP1105",0.115462523541299
"2639","project-30309","CM1401",0.115384119860513
"4273","project-6268","CM1005",0.115372415075787
"4421","project-6606","IC1306",0.115302369127624
"511","project-15048","FA1208",0.115289340582256
"4319","project-6358","IC1302",0.115239082236706
"2775","project-30821","ES1301",0.115213959259633
"4340","project-6382","MP1102",0.115199477438283
"3283","project-32698","CM1204",0.115159482965234
"4221","project-6193","FP1005",0.115158430269085
"4481","project-6737","IS1205",0.115145068799052
"3646","project-33998","FP1101",0.115134120279801
"3942","project-35015","MP1002",0.115121350944594
"4083","project-5830","FP1005",0.115107055459914
"4180","project-6025","MP1407",0.115103336642757
"4070","project-5817","CM1003",0.115102611534467
"711","project-17588","MP1207",0.115082867475395
"2190","project-28182","FP1105",0.115075640180283
"40","project-10285","FP1005",0.115070080582911
"4970","project-8039","CM1105",0.115066131227324
"1510","project-23772","BM1406",0.115052083584449
"1339","project-22848","BM1007",0.115042602587707
"579","project-15857","TD1106",0.115016650774314
"2396","project-29119","IC1301",0.115002207014277
"3440","project-33241","CM1201",0.114996795528513
"3920","project-34946","CM1106",0.114980019135393
"2624","project-30229","IC1402",0.114943073565879
"2904","project-31254","TU1003",0.114903218935494
"3006","project-31604","IC1208",0.114886503442748
"1867","project-26493","ES1307",0.114879952811741
"1098","project-21268","IC1402",0.114874670308156
"2183","project-28152","TD1208",0.114832861036313
"2857","project-31152","TU1104",0.114825913150554
"263","project-12443","IC1103",0.114787889010852
"1521","project-23821","IC1403",0.114787581832262
"1137","project-21662","CM1106",0.114774932920807
"3530","project-33628","MP1401",0.114753182908344
"107","project-10931","TD1003",0.114751358947496
"3265","project-32634","MP1207",0.114724328192831
"1646","project-24839","TD1202",0.114664350951092
"926","project-19748","CM1303",0.114643068684961
"1988","project-27091","CM1005",0.114575046107478
"4728","project-7293","IC1204",0.114458096122789
"1045","project-20865","TD1004",0.114423944461156
"4849","project-7812","MP1201",0.114398255384241
"932","project-198","TD1002",0.114379703073564
"3060","project-31812","MP1004",0.114322498724616
"709","project-17586","FP1106",0.11429920776845
"1462","project-23448","TU1408",0.114250923311506
"4210","project-6182","IC1201",0.114234814852433
"4224","project-6196","IC1201",0.114232211921479
"816","project-18637","BM1304",0.114137221229492
"4630","project-7103","ES1201",0.114130766802208
"4529","project-6799","CM1302",0.114105994402426
"3524","project-33570","IC1301",0.114079349774882
"186","project-11491","IS1107",0.114051078353311
"2143","project-27939","IC1307",0.114026406465052
"2279","project-28574","BM1403",0.114016971633063
"1014","project-20574","MP1306",0.11400309262589
"1752","project-25706","ES1005",0.113988964976552
"633","project-16597","TD1208",0.113984246314691
"4296","project-6335","FP1005",0.113978391037412
"3410","project-33100","TD1202",0.113976282712274
"1258","project-22354","FP1005",0.113965212171957
"4662","project-7220","IC1206",0.113852016596162
"3659","project-34029","FP1005",0.113708239059522
"281","project-12756","IS1309",0.113693316586019
"27","project-10200","MP1305",0.113690577730071
"1751","project-25674","CM1105",0.113664286135901
"4831","project-7794","ES1204",0.113657477404546
"4029","project-443","FA1101",0.113600826562387
"4724","project-7289","FA1407",0.113569999383393
"3921","project-34947","CM1106",0.113560390836099
"1632","project-24723","ES1202",0.113557791590208
"4802","project-7665","IC1208",0.113557056402953
"4782","project-7527","TD1002",0.113533525027483
"4365","project-6447","FA1407",0.113509181668586
"594","project-16014","CM1405",0.113461480534013
"3047","project-31777","BM1002",0.113450409397919
"2598","project-30146","TU1104",0.113431190524453
"3705","project-34209","CM1306",0.113421402443967
"423","project-13918","TU1208",0.113407987832366
"2995","project-31518","TD1210",0.113403481009386
"3035","project-31712","TU1002",0.113363774794863
"3925","project-34953","MP1106",0.11334412735564
"3746","project-34323","CM1005",0.113335397165182
"4757","project-7481","CM1105",0.11328741523112
"830","project-18762","BM1304",0.113274516101233
"3891","project-34878","MP1103",0.1132160349528
"4809","project-7696","CM1003",0.113183258471039
"2247","project-28423","IC1407",0.113180380324373
"3204","project-32451","BM1309",0.113169451163048
"3845","project-34626","FA1306",0.1131466486265
"4301","project-6340","TD1209",0.113107086482712
"841","project-18828","IS1409",0.113106279982243
"4823","project-7786","IC1002",0.113057714076543
"3594","project-33859","FA1102",0.113024902409564
"2841","project-31051","CM1001",0.112976189035571
"715","project-17619","CM1406",0.112964222176688
"3514","project-33520","MP1002",0.112958364094014
"4873","project-7844","IS1104",0.112934608690445
"1551","project-24026","FA1004",0.112889749055654
"2328","project-28840","MP1406",0.112876858525209
"837","project-18781","FA1101",0.112870532842958
"3519","project-33542","BM1205",0.112720784054169
"2266","project-28523","BM1403",0.112720571026062
"1016","project-20610","MP1305",0.112666540448419
"3462","project-33310","MP1210",0.1126291331357
"3977","project-35144","TU1104",0.112506570082875
"3789","project-34425","IC1408",0.112486654497624
"569","project-15772","ES1005",0.112485484749119
"566","project-15769","ES1005",0.112485484749119
"1775","project-25993","CM1005",0.112455567991432
"4730","project-7295","IC1301",0.112421880038947
"182","project-11460","IS1002",0.112419110262566
"1847","project-26347","TD1005",0.112377641694612
"2236","project-28358","CM1103",0.112347449469072
"4657","project-7193","MP1306",0.112338049961058
"750","project-18053","BM1203",0.112330644586753
"1617","project-24652","MP1203",0.11231361149289
"4599","project-7055","TD1201",0.112308002590779
"681","project-17116","IC1104",0.112275245886603
"2596","project-30132","CM1001",0.112250833693732
"2595","project-30131","CM1001",0.112250833693732
"1083","project-21214","TU1401",0.11224926195941
"4312","project-6351","TU1306",0.112232483273723
"301","project-12840","BM1102",0.112221803709641
"4128","project-5952","CM1001",0.11222169973788
"1817","project-26166","CM1306",0.112210250486378
"45","project-10364","ES1005",0.112196840339283
"1549","project-24024","FA1304",0.112185508533751
"2587","project-30050","CM1207",0.112121915938411
"1849","project-26385","BM1007",0.112120074102276
"3155","project-32300","TU1405",0.112094597500084
"3303","project-32775","ES1307",0.112079353861039
"1635","project-24755","TU1104",0.112030355593973
"175","project-11341","TU1406",0.11202844232249
"3852","project-34660","BM1203",0.112020684948496
"2962","project-31447","TD1303",0.112017961531247
"1891","project-26642","IS1403",0.111979543145093
"4628","project-7101","FP1206",0.111882940556701
"4005","project-35248","IC1302",0.111871888737807
"3847","project-34638","IC1407",0.111860837761074
"122","project-10954","CM1307",0.1118495259528
"4503","project-6759","FP1006",0.111837327466255
"2215","project-28267","MP1208",0.111802362146285
"3335","project-32858","BM1102",0.111749744002256
"2177","project-28131","CM1106",0.111694451003372
"1184","project-21896","FP1206",0.111685171688128
"772","project-18175","TU1104",0.111631221305754
"1949","project-26976","IC1104",0.111471419614842
"4217","project-6189","TD1001",0.11145864102112
"4486","project-6742","IS1205",0.111430061289694
"682","project-17185","FP1305",0.111383078990385
"3574","project-33791","IC1005",0.111347887686698
"1479","project-23541","ES1305",0.111294702955525
"1393","project-23120","MP1003",0.111282604332501
"4553","project-6890","FP1405",0.111203043576993
"3485","project-33357","ES1308",0.111169527296365
"264","project-12444","CM1302",0.111168646748874
"1963","project-27015","MP1208",0.111166321433008
"1525","project-23848","IS1302",0.111111155307465
"1808","project-26151","FA1407",0.11111041988924
"984","project-20315","CM1306",0.111075241664037
"909","project-19542","TD1103",0.111013476816633
"2579","project-30002","MP1401",0.110987643846715
"3799","project-34467","FA1004",0.110981211547272
"536","project-15471","MP1210",0.110972769399684
"1704","project-25243","CM1305",0.110917371817553
"2944","project-31395","TU1004",0.110901692220885
"1732","project-25531","IC1408",0.110897703750243
"4072","project-5819","CM1004",0.110863189945998
"4762","project-7496","ES1301",0.110833393171606
"678","project-17099","CM1002",0.110738975046567
"4718","project-7283","IC1407",0.110713169423931
"208","project-11614","TD1207",0.110706840819437
"2186","project-28157","CM1404",0.110695825914591
"3612","project-33908","TU1306",0.11068329385276
"1150","project-21718","CM1106",0.110678178793506
"3562","project-33748","FP1005",0.110619020394269
"249","project-12201","FP1105",0.110599765774992
"4577","project-7013","IC1306",0.11053799842654
"1294","project-22590","TD1202",0.110483889699418
"2366","project-28997","ES1206",0.110403187556197
"3937","project-34993","FA1407",0.110347414431846
"4223","project-6195","IC1202",0.11024047716724
"4592","project-7034","IC1306",0.110207267030415
"3931","project-34978","MP1001",0.110152120132124
"4232","project-6220","MP1305",0.110149435201587
"4973","project-8077","BM1007",0.110121084710156
"3364","project-32954","IC1208",0.110109661865215
"2075","project-27475","CM1003",0.110092598047035
"3677","project-34111","TU1401",0.110058125121736
"1203","project-22044","CM1005",0.110021541899592
"1906","project-26760","IS1007",0.110009695148333
"1907","project-26762","BM1205",0.109899091280156
"176","project-11369","MP1401",0.109875169856153
"1093","project-21258","BM1007",0.109870961841722
"397","project-13633","TD1102",0.109782956790788
"1889","project-26618","MP1305",0.109759666101887
"2650","project-30340","TD1205",0.109713803057759
"318","project-12863","CM1105",0.109703591292059
"4447","project-6647","MP1210",0.109656036786106
"1228","project-22190","FP1104",0.109640105352342
"12","project-10091","FP1105",0.109611932252614
"112","project-10938","CM1001",0.109592190207969
"4923","project-7894","MP1210",0.109581691775728
"1373","project-230","MP1106",0.109575084755593
"1506","project-23757","BM1404",0.109564181487846
"1225","project-22167","MP1210",0.109520877109726
"1859","project-26470","TU1305",0.109398098875397
"2130","project-27779","FA1306",0.109359062723836
"1038","project-20824","CM1406",0.109334024982958
"61","project-10559","CM1103",0.109274475281429
"4197","project-6131","TU1202",0.109193393946107
"3909","project-34923","IC1401",0.109183493884623
"2410","project-29201","IC1408",0.10916182659096
"4264","project-6257","TU1202",0.109128445499713
"3374","project-32986","TU1204",0.109109598394915
"2851","project-31116","BM1402",0.109108964253388
"3131","project-32189","IS1308",0.109083361985511
"1659","project-24981","BM1402",0.109035377392121
"3","project-10034","IC1208",0.109030078212159
"3625","project-33948","BM1402",0.109024897118041
"4237","project-6225","TU1102",0.108967097470599
"2212","project-28254","IC1102",0.108924804850104
"1640","project-24784","CM1005",0.108913254638178
"1703","project-25240","BM1308",0.108892086928496
"2033","project-27243","MP1301",0.108883513943005
"4017","project-369","FP1305",0.108867547530409
"2683","project-30437","FP1407",0.108742635963955
"3984","project-35160","TU1303",0.108714770255132
"1218","project-22123","FP1104",0.108695513203048
"2346","project-28947","IC1301",0.108627059523017
"4018","project-381","TU1104",0.108594141889009
"2037","project-27247","IS1004",0.108538916144913
"590","project-15997","FP1104",0.108534807081796
"4176","project-6021","MP1402",0.108529901414593
"3286","project-32714","TD1004",0.108522255622283
"2101","project-27586","BM1102",0.108521569322173
"1201","project-22013","IC1001",0.108513803778202
"3402","project-33069","IS1003",0.108401406522828
"4624","project-7097","ES1204",0.10839424444865
"2738","project-30614","IS1104",0.108379312168146
"4121","project-5946","BM1007",0.1083700210432
"229","project-11714","BM1406",0.108329527505498
"2980","project-31490","IC1402",0.108298364107928
"2408","project-29188","CM1003",0.108276124975084
"3836","project-34592","MP1407",0.108212085272242
"4789","project-7593","ES1005",0.108098251515803
"1114","project-21407","MP1006",0.108085785616875
"71","project-10584","TD1103",0.108079135274147
"1343","project-22870","IS1406",0.108050061402706
"3349","project-32911","CM1106",0.107987771937416
"534","project-15450","TU1408",0.107979032356474
"2941","project-31391","CM1001",0.10789564629436
"4901","project-7872","IC1301",0.107886980566944
"414","project-13797","TD1103",0.10788476314889
"3591","project-33847","MP1210",0.107854613244395
"2036","project-27246","IC1002",0.107851172965227
"4839","project-7802","TD1103",0.10784857330557
"3899","project-34901","FA1304",0.107812829927855
"131","project-11013","CM1305",0.107808585204843
"4677","project-7235","TU1408",0.10779775481179
"1421","project-23286","ES1201",0.107754400498577
"3390","project-33028","CM1401",0.107707141130431
"2141","project-27910","IS1003",0.107699568153137
"390","project-13586","CM1104",0.107696471060103
"3148","project-32255","TU1102",0.107680992873392
"2362","project-28981","IS1003",0.107677361733049
"2456","project-29371","IC1202",0.107667680936363
"994","project-20390","IS1207",0.107648825154163
"3848","project-34639","BM1403",0.107643936274917
"3246","project-32570","MP1205",0.107600108189925
"1748","project-25651","CM1303",0.107597808620453
"2145","project-27978","CM1402",0.107583111606383
"1526","project-23851","IC1001",0.107549650346394
"477","project-14413","IS1406",0.107544954584793
"3629","project-33952","TU1401",0.10754492591766
"300","project-12839","CM1307",0.107508475404883
"2561","project-29926","ES1305",0.107498609596974
"2906","project-31264","CM1406",0.10745989097267
"2713","project-30542","TD1004",0.107451451422385
"4888","project-7859","IC1101",0.107435090017079
"2674","project-30399","CM1302",0.107434152025612
"1554","project-24033","CM1104",0.107398346753708
"2206","project-28238","TU1201",0.107378679113067
"748","project-18038","IS1104",0.10729350194239
"2727","project-30582","FP1106",0.107270225924024
"292","project-12831","CM1106",0.107268770993297
"4174","project-6019","CM1104",0.10722497031525
"1488","project-23638","MP1102",0.107102066090914
"3605","project-33885","TU1306",0.107076562351497
"3075","project-31865","MP1207",0.107076017901548
"788","project-18371","MP1401",0.107066160500476
"4516","project-6786","FA1204",0.106998194088775
"1499","project-23711","TD1001",0.10694881755385
"3101","project-31977","IS1004",0.10688320343693
"3761","project-34361","IC1104",0.106867696983991
"4315","project-6354","FP1404",0.106860774848206
"2818","project-30936","TU1004",0.10682938719268
"4664","project-7222","IC1407",0.106777437481317
"5034","project-8913","CM1106",0.10676562821535
"1960","project-27009","MP1002",0.106752468673342
"2886","project-31220","CM1001",0.106739110882746
"4013","project-35277","IC1304",0.106727496315397
"3201","project-32445","MP1209",0.106712133025079
"4051","project-5707","IS1309",0.106677698575925
"1528","project-23858","CM1303",0.106648687869483
"659","project-16752","IS1004",0.106640939665676
"2876","project-31204","IC1301",0.106533507986343
"2832","project-31015","IS1304",0.106471625506717
"2426","project-29262","TU1004",0.106407386870408
"3768","project-34383","IC1101",0.106393381976405
"1939","project-26929","FA1407",0.106379196163366
"1389","project-23113","FA1405",0.106335927484336
"11","project-10090","BM1006",0.106245415206
"563","project-15766","TD1001",0.106219055649763
"2913","project-31310","BM1102",0.106209615234283
"199","project-11574","IS1205",0.10620742793459
"3407","project-33094","FP1407",0.1061823391003
"3205","project-32452","MP1406",0.10616916600462
"2943","project-31393","FA1002",0.106111135312761
"920","project-19666","ES1406",0.106079435421982
"69","project-10582","TD1103",0.106062144581952
"4834","project-7797","FP1303",0.106021341049995
"1048","project-20896","FP1101",0.1060185086073
"1085","project-21225","MP1207",0.105980367514363
"3476","project-33344","TU1401",0.105956300990462
"4119","project-5944","MP1002",0.10594670058044
"2326","project-28836","TD1105",0.105902685449544
"3396","project-33050","MP1202",0.105843088521094
"1990","project-27093","TD1205",0.105818379791581
"2277","project-28572","CM1106",0.105796819315095
"1329","project-22788","FA1302",0.10577211010914
"1887","project-26612","IC1402",0.105723401719286
"1033","project-20811","FP1101",0.105680800737947
"3731","project-34291","BM1205",0.105630059522857
"942","project-19917","IS1407",0.105618033886706
"4548","project-6885","MP1001",0.105562485031641
